Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,cek_total,cek_income,total_fix,cek_total_fix
324-41-6833,C,Springfield,Member,Female,Electronic accessories,30.2,8,12.08,0.23547307265752979,2014-06-26,19:30:00,Ewallet,241.6,4.761904762,12.08,5.1,2014,6,26,False,True,253.68,False
541-89-9860,C,Los Angeles,Member,Female,Fashion accessories,80.48,3,12.072,0.23531027746405786,2013-02-21,12:31:00,Cash,241.44,4.761904762,12.072,8.1,2013,2,21,False,True,253.512,False
458-61-0011,B,San Diego,Normal,Male,Food and beverages,60.3,4,12.06,0.23506608467384998,2011-09-26,18:43:00,Cash,241.2,4.761904762,12.06,5.8,2011,9,26,False,True,253.26,False
777-82-7220,B,Los Angeles,Member,Male,Home and lifestyle,30.12,8,12.048,0.23482189188364214,2014-09-05,13:01:00,Cash,240.96,4.761904762,12.048,7.7,2014,9,5,False,True,253.008,False
133-77-3154,B,San Francisco,Member,Male,Fashion accessories,60.18,4,12.036,0.23457769909343426,2014-11-28,18:04:00,Credit Card,240.72,4.761904762,12.036,9.4,2014,11,28,False,True,252.756,False
531-56-4728,A,Twin Falls,Normal,Male,Home and lifestyle,80.08,3,12.012,0.23408931351301854,2013-09-16,15:29:00,Cash,240.24,4.761904762,12.012,5.4,2013,9,16,False,True,252.252,False
307-83-9164,A,Danville,Member,Male,Home and lifestyle,60.01,4,12.002,0.23388581952117862,2014-11-03,15:54:00,Cash,240.04,4.761904762,12.002,4.5,2014,11,3,False,True,252.042,False
182-88-2763,B,San Francisco,Member,Male,Food and beverages,79.91,3,11.9865,0.2335704038338268,2011-08-15,19:28:00,Credit Card,239.73,4.761904762,11.9865,5.0,2011,8,15,False,True,251.7165,False
124-31-1458,A,Springfield,Member,Female,Electronic accessories,79.59,3,11.9385,0.23259363267299532,2014-06-26,14:30:00,Cash,238.77,4.761904762,11.9385,6.6,2014,6,26,False,True,250.70850000000002,False
728-47-9078,C,Salinas,Member,Male,Food and beverages,59.59,4,11.918,0.23217646998972352,2014-12-10,12:46:00,Cash,238.36,4.761904762,11.918,9.8,2014,12,10,False,True,250.27800000000002,False
110-05-6330,C,Brentwood,Normal,Female,Food and beverages,39.43,6,11.829,0.2303653734623485,2011-11-25,20:18:00,Credit Card,236.58,4.761904762,11.829,9.4,2011,11,25,False,True,248.409,False
888-02-0338,A,Los Angeles,Normal,Male,Electronic accessories,26.23,9,11.8035,0.2298464637831568,2014-12-17,20:24:00,Ewallet,236.07,4.761904762,11.8035,5.9,2014,12,17,False,True,247.8735,False
190-59-3964,B,Brentwood,Member,Male,Food and beverages,47.16,5,11.79,0.22957174689417295,2012-11-10,14:35:00,Credit Card,235.8,4.761904762,11.79,6.0,2012,11,10,False,True,247.59,False
655-07-2265,A,Pasadena,Normal,Male,Electronic accessories,78.31,3,11.7465,0.22868654802966942,2012-09-07,16:38:00,Ewallet,234.93,4.761904762,11.7465,5.4,2012,9,7,False,True,246.6765,False
365-64-0515,A,Seattle,Normal,Female,Electronic accessories,46.95,5,11.7375,0.22850340343701353,2013-06-15,10:25:00,Ewallet,234.75,4.761904762,11.7375,7.1,2013,6,15,False,True,246.4875,False
809-46-1866,A,San Francisco,Normal,Male,Health and beauty,58.15,4,11.63,0.22631584302473468,2013-06-24,17:44:00,Cash,232.6,4.761904762,11.63,8.4,2013,6,24,False,True,244.23000000000002,False
284-34-9626,B,Des Moines,Normal,Female,Home and lifestyle,77.04,3,11.556,0.2248099874851195,2012-09-18,10:39:00,Credit Card,231.12,4.761904762,11.556,7.2,2012,9,18,False,True,242.67600000000002,False
542-41-0513,B,Colorado Springs,Member,Female,Electronic accessories,57.49,4,11.498,0.22362972233244813,2012-12-21,11:57:00,Cash,229.96,4.761904762,11.498,6.6,2012,12,21,False,True,241.45800000000003,False
857-67-9057,B,Los Angeles,Normal,Male,Electronic accessories,22.95,10,11.475,0.22316168615121637,2013-05-29,19:20:00,Ewallet,229.5,4.761904762,11.475,8.2,2013,5,29,False,True,240.97500000000002,False
801-88-0346,C,San Diego,Normal,Female,Fashion accessories,76.06,3,11.409,0.22181862580507308,2012-09-11,20:30:00,Credit Card,228.18,4.761904762,11.409,9.8,2012,9,11,False,True,239.58900000000003,False
149-14-0304,C,San Francisco,Member,Female,Health and beauty,28.5,8,11.4,0.2216354812124172,2013-12-09,14:24:00,Cash,228.0,4.761904762,11.4,6.6,2013,12,9,False,True,239.4,False
256-08-8343,A,Thornton,Normal,Female,Home and lifestyle,56.53,4,11.306,0.2197226376891222,2014-12-04,19:48:00,Ewallet,226.12,4.761904762,11.306,5.5,2014,12,4,False,True,237.42600000000002,False
880-35-0356,A,Los Angeles,Member,Female,Sports and travel,75.2,3,11.28,0.2191935533103385,2014-09-24,11:51:00,Ewallet,225.6,4.761904762,11.28,4.8,2014,9,24,False,True,236.88000000000002,False
609-81-8548,A,Los Angeles,Member,Female,Home and lifestyle,37.44,6,11.232,0.21821678214950704,2012-09-24,13:55:00,Credit Card,224.64,4.761904762,11.232,5.9,2012,9,24,False,True,235.87199999999999,False
151-27-8496,C,Seattle,Normal,Female,Electronic accessories,56.13,4,11.226,0.2180946857544031,2014-09-12,11:43:00,Ewallet,224.52,4.761904762,11.226,8.6,2014,9,12,False,True,235.746,False
540-11-4336,A,San Francisco,Normal,Male,Food and beverages,24.94,9,11.223,0.21803363755685112,2011-07-25,16:49:00,Credit Card,224.46,4.761904762,11.223,5.6,2011,7,25,False,True,235.68300000000002,False
848-62-7243,A,San Francisco,Normal,Male,Health and beauty,24.89,9,11.2005,0.21757577607521136,2013-06-24,15:36:00,Cash,224.01,4.761904762,11.2005,7.4,2013,6,24,False,True,235.2105,False
162-48-8011,A,Los Angeles,Member,Female,Food and beverages,44.59,5,11.1475,0.21649725791845995,2014-03-04,15:10:00,Cash,222.95,4.761904762,11.1475,8.5,2014,3,4,False,True,234.09750000000003,False
447-15-7839,A,Bakersfield,Member,Female,Sports and travel,22.24,10,11.12,0.21593764944090027,2014-09-30,11:00:00,Cash,222.4,4.761904762,11.12,4.2,2014,9,30,False,True,233.51999999999998,False
554-53-3790,B,Hesperia,Normal,Male,Sports and travel,37.02,6,11.106,0.2156527578523244,2014-04-14,18:33:00,Cash,222.12,4.761904762,11.106,4.5,2014,4,14,False,True,233.22600000000003,False
787-87-2010,A,San Francisco,Member,Male,Health and beauty,55.5,4,11.1,0.21553066145722047,2014-10-28,15:48:00,Credit Card,222.0,4.761904762,11.1,6.6,2014,10,28,False,True,233.10000000000002,False
156-95-3964,A,Pasco,Normal,Female,Food and beverages,55.39,4,11.078,0.2150829746751727,2011-09-08,15:19:00,Ewallet,221.56,4.761904762,11.078,8.0,2011,9,8,False,True,232.638,False
755-12-3214,C,San Francisco,Member,Female,Fashion accessories,44.22,5,11.055,0.21461493849394095,2013-09-21,17:07:00,Credit Card,221.1,4.761904762,11.055,8.6,2013,9,21,False,True,232.155,False
576-31-4774,B,Seattle,Normal,Female,Health and beauty,73.41,3,11.0115,0.21372973962943745,2011-10-18,13:10:00,Ewallet,220.23,4.761904762,11.0115,4.0,2011,10,18,False,True,231.2415,False
526-86-8552,C,San Diego,Member,Female,Home and lifestyle,21.82,10,10.91,0.21166427561226256,2012-10-23,17:36:00,Cash,218.2,4.761904762,10.91,7.1,2012,10,23,False,True,229.10999999999999,False
218-59-9410,A,Seattle,Member,Female,Home and lifestyle,72.42,3,10.863,0.21070785385061505,2013-11-25,16:54:00,Ewallet,217.26,4.761904762,10.863,8.2,2013,11,25,False,True,228.123,False
695-28-6250,A,Los Angeles,Normal,Female,Sports and travel,43.06,5,10.765,0.2087136127305841,2011-12-16,16:38:00,Ewallet,215.3,4.761904762,10.765,7.7,2011,12,16,False,True,226.06500000000003,False
420-97-3340,A,Los Angeles,Normal,Female,Food and beverages,71.68,3,10.752,0.20844907054119227,2011-10-28,15:30:00,Credit Card,215.04,4.761904762,10.752,9.2,2011,10,28,False,True,225.79200000000003,False
209-61-0206,A,Bellevue,Normal,Female,Home and lifestyle,42.91,5,10.7275,0.20795051026118452,2014-12-06,17:29:00,Ewallet,214.55,4.761904762,10.7275,6.1,2014,12,6,False,True,225.2775,False
544-55-9589,B,San Francisco,Member,Female,Electronic accessories,21.43,10,10.715,0.20769614277138465,2014-12-03,11:51:00,Cash,214.3,4.761904762,10.715,6.2,2014,12,3,False,True,225.01500000000001,False
226-71-3580,C,Phoenix,Normal,Female,Sports and travel,23.75,9,10.6875,0.20713653429382498,2011-08-09,12:02:00,Cash,213.75,4.761904762,10.6875,9.5,2011,8,9,False,True,224.4375,False
717-96-4189,C,San Francisco,Normal,Female,Electronic accessories,35.49,6,10.647,0.2063123836268734,2014-08-21,12:40:00,Cash,212.94,4.761904762,10.647,4.1,2014,8,21,False,True,223.58700000000002,False
716-39-1409,B,Lewiston,Normal,Male,Health and beauty,30.35,7,10.6225,0.20581382334686565,2011-04-11,18:19:00,Cash,212.45,4.761904762,10.6225,8.0,2011,4,11,False,True,223.07250000000002,False
366-43-6862,B,Pueblo,Normal,Male,Electronic accessories,52.89,4,10.578,0.20490827508317816,2013-10-07,16:32:00,Ewallet,211.56,4.761904762,10.578,6.7,2013,10,7,False,True,222.138,False
365-16-4334,B,Sunnyvale,Normal,Female,Food and beverages,26.43,8,10.572,0.20478617868807422,2014-11-10,14:26:00,Ewallet,211.44,4.761904762,10.572,8.9,2014,11,10,False,True,222.012,False
457-12-0244,C,Los Angeles,Member,Female,Sports and travel,35.22,6,10.566,0.20466408229297028,2012-04-22,13:49:00,Ewallet,211.32,4.761904762,10.566,6.5,2012,4,22,False,True,221.886,False
704-20-4138,C,Redlands,Member,Female,Health and beauty,29.67,7,10.3845,0.20097066634107627,2013-09-27,18:58:00,Credit Card,207.69,4.761904762,10.3845,8.1,2013,9,27,False,True,218.0745,False
551-21-3069,C,Moreno Valley,Normal,Female,Electronic accessories,23.07,9,10.3815,0.20090961814352432,2011-12-27,11:27:00,Cash,207.63,4.761904762,10.3815,4.9,2011,12,27,False,True,218.0115,False
749-24-1565,A,Los Angeles,Normal,Female,Health and beauty,23.03,9,10.3635,0.2005433289582125,2012-05-22,12:02:00,Ewallet,207.27,4.761904762,10.3635,7.9,2012,5,22,False,True,217.63350000000003,False
891-58-8335,B,San Francisco,Member,Female,Sports and travel,29.61,7,10.3635,0.2005433289582125,2013-10-29,15:53:00,Cash,207.27,4.761904762,10.3635,6.5,2013,10,29,False,True,217.6335,False
777-67-2495,B,Denver,Normal,Male,Home and lifestyle,68.97,3,10.3455,0.20017703977290072,2012-10-30,11:26:00,Ewallet,206.91,4.761904762,10.3455,8.7,2012,10,30,False,True,217.2555,False
127-47-6963,A,Huntington Beach,Normal,Male,Health and beauty,51.71,4,10.342,0.20010581687575674,2011-03-14,13:53:00,Credit Card,206.84,4.761904762,10.342,9.8,2011,3,14,False,True,217.18200000000002,False
354-39-5160,A,Los Angeles,Member,Female,Home and lifestyle,34.42,6,10.326,0.1997802264888129,2012-11-20,15:39:00,Cash,206.52,4.761904762,10.326,9.8,2012,11,20,False,True,216.84600000000003,False
291-55-6563,A,San Francisco,Member,Female,Home and lifestyle,34.42,6,10.326,0.1997802264888129,2014-10-13,12:45:00,Ewallet,206.52,4.761904762,10.326,7.5,2014,10,13,False,True,216.84600000000003,False
649-11-3678,C,Anaheim,Normal,Female,Food and beverages,22.93,9,10.3185,0.199627605994933,2011-12-28,20:26:00,Cash,206.37,4.761904762,10.3185,5.5,2011,12,28,False,True,216.6885,False
276-75-6884,A,Hillsboro,Normal,Female,Health and beauty,68.71,3,10.3065,0.1993834132047251,2012-10-02,10:05:00,Cash,206.13,4.761904762,10.3065,8.7,2012,10,2,False,True,216.4365,False
439-54-7422,A,San Francisco,Normal,Female,Electronic accessories,51.19,4,10.238,0.19798947936062186,2013-11-08,17:15:00,Credit Card,204.76,4.761904762,10.238,4.7,2013,11,8,False,True,214.998,False
662-72-2873,A,Los Angeles,Normal,Female,Food and beverages,40.94,5,10.235,0.1979284311630699,2014-05-01,13:58:00,Ewallet,204.7,4.761904762,10.235,9.9,2014,5,1,False,True,214.935,False
730-61-8757,B,Seattle,Member,Male,Health and beauty,51.13,4,10.226,0.19774528657041401,2014-03-17,10:11:00,Credit Card,204.52,4.761904762,10.226,4.0,2014,3,17,False,True,214.746,False
345-08-4992,A,Tempe,Normal,Male,Home and lifestyle,33.99,6,10.197,0.19715515399407832,2012-07-10,15:37:00,Credit Card,203.94,4.761904762,10.197,7.7,2012,7,10,False,True,214.137,False
301-81-8610,B,San Francisco,Member,Male,Fashion accessories,25.42,8,10.168,0.19656502141774262,2013-09-21,19:42:00,Credit Card,203.36,4.761904762,10.168,6.7,2013,9,21,False,True,213.52800000000002,False
610-46-4100,A,San Francisco,Normal,Male,Health and beauty,28.95,7,10.1325,0.19584261774671102,2011-10-25,20:31:00,Credit Card,202.65,4.761904762,10.1325,6.0,2011,10,25,False,True,212.78250000000003,False
639-76-1242,C,Seattle,Normal,Male,Food and beverages,40.52,5,10.13,0.19579174424875104,2013-11-14,15:19:00,Cash,202.6,4.761904762,10.13,4.5,2013,11,14,False,True,212.73000000000005,False
608-04-3797,B,Redlands,Member,Female,Health and beauty,25.32,8,10.128,0.19575104545038305,2013-09-27,20:24:00,Ewallet,202.56,4.761904762,10.128,8.7,2013,9,27,False,True,212.68800000000002,False
305-03-2383,A,Seattle,Normal,Female,Food and beverages,67.1,3,10.065,0.19446903330179177,2013-09-16,10:36:00,Cash,201.3,4.761904762,10.065,7.5,2013,9,16,False,True,211.36499999999998,False
257-60-7754,A,San Jose,Normal,Female,Electronic accessories,50.23,4,10.046,0.19408239471729596,2014-10-02,17:12:00,Cash,200.92,4.761904762,10.046,9.0,2014,10,2,False,True,210.966,False
437-53-3084,B,Salt Lake City,Normal,Male,Fashion accessories,99.89,2,9.989,0.1929224789638086,2013-10-16,11:48:00,Ewallet,199.78,4.761904762,9.989,7.1,2013,10,16,False,True,209.769,False
446-47-6729,C,Seattle,Normal,Male,Fashion accessories,99.82,2,9.982,0.19278003316952066,2013-12-07,18:09:00,Credit Card,199.64,4.761904762,9.982,6.7,2013,12,7,False,True,209.62199999999999,False
471-41-2823,C,Los Angeles,Normal,Male,Food and beverages,99.79,2,9.979,0.19271898497196868,2013-05-12,20:37:00,Ewallet,199.58,4.761904762,9.979,8.0,2013,5,12,False,True,209.55900000000003,False
544-32-5024,C,San Jose,Member,Female,Food and beverages,49.79,4,9.958,0.1922916475891049,2011-05-10,19:16:00,Credit Card,199.16,4.761904762,9.958,6.4,2011,5,10,False,True,209.118,False
831-64-0259,B,Thousand Oaks,Normal,Female,Fashion accessories,39.75,5,9.9375,0.19187448490583314,2012-03-22,10:43:00,Ewallet,198.75,4.761904762,9.9375,9.6,2012,3,22,False,True,208.6875,False
174-36-3675,C,San Diego,Member,Male,Food and beverages,99.37,2,9.937,0.19186431020624115,2014-07-22,17:29:00,Cash,198.74,4.761904762,9.937,5.2,2014,7,22,False,True,208.67700000000002,False
514-37-2845,B,Broomfield,Normal,Male,Fashion accessories,99.25,2,9.925,0.1916201174160333,2013-07-09,13:02:00,Cash,198.5,4.761904762,9.925,9.0,2013,7,9,False,True,208.425,False
868-81-1752,B,Tucson,Normal,Male,Home and lifestyle,22.02,9,9.909,0.19129452702908945,2012-12-06,18:48:00,Cash,198.18,4.761904762,9.909,6.8,2012,12,6,False,True,208.08900000000003,False
438-01-4015,B,San Francisco,Member,Female,Sports and travel,49.49,4,9.898,0.1910706836380656,2013-03-13,15:25:00,Ewallet,197.96,4.761904762,9.898,6.6,2013,3,13,False,True,207.858,False
191-29-0321,B,San Diego,Member,Female,Fashion accessories,19.77,10,9.885,0.19080614144867372,2014-11-29,18:57:00,Credit Card,197.7,4.761904762,9.885,5.0,2014,11,29,False,True,207.585,False
714-02-3114,C,San Francisco,Normal,Female,Sports and travel,98.8,2,9.88,0.19070439445275378,2014-10-31,11:39:00,Cash,197.6,4.761904762,9.88,7.7,2014,10,31,False,True,207.48,False
409-33-9708,A,Springfield,Normal,Female,Fashion accessories,98.48,2,9.848,0.19005321367886613,2013-12-16,10:12:00,Ewallet,196.96,4.761904762,9.848,9.2,2013,12,16,False,True,206.80800000000002,False
521-18-7827,C,Colorado Springs,Member,Male,Home and lifestyle,39.39,5,9.8475,0.19004303897927413,2012-12-11,20:46:00,Credit Card,196.95,4.761904762,9.8475,8.7,2012,12,11,False,True,206.79749999999999,False
510-09-5628,A,Davis,Member,Female,Fashion accessories,19.66,10,9.83,0.18968692449355432,2013-08-17,18:20:00,Credit Card,196.6,4.761904762,9.83,7.2,2013,8,17,False,True,206.43,False
502-05-1910,A,San Francisco,Normal,Male,Health and beauty,65.18,3,9.777,0.1886084063368029,2013-06-24,20:35:00,Credit Card,195.54,4.761904762,9.777,6.3,2013,6,24,False,True,205.31700000000004,False
558-80-4082,C,Visalia,Normal,Male,Electronic accessories,27.85,7,9.7475,0.1880080990608752,2013-09-09,17:20:00,Ewallet,194.95,4.761904762,9.7475,6.0,2013,9,9,False,True,204.69750000000002,False
518-17-2983,A,San Francisco,Normal,Female,Fashion accessories,48.63,4,9.726,0.18757058697841947,2014-04-17,15:44:00,Ewallet,194.52,4.761904762,9.726,7.6,2014,4,17,False,True,204.246,False
174-75-0888,B,Santa Clara,Normal,Male,Electronic accessories,21.58,9,9.711,0.18726534599065964,2014-11-13,12:32:00,Cash,194.22,4.761904762,9.711,7.3,2014,11,13,False,True,203.93099999999998,False
126-54-1082,A,San Francisco,Member,Female,Home and lifestyle,21.54,9,9.693,0.18689905680534782,2012-12-03,11:44:00,Credit Card,193.86,4.761904762,9.693,8.8,2012,12,3,False,True,203.553,False
254-31-0042,A,Chandler,Member,Male,Electronic accessories,21.5,9,9.675,0.186532767620036,2014-08-22,12:46:00,Credit Card,193.5,4.761904762,9.675,7.8,2014,8,22,False,True,203.175,False
726-29-6793,A,Salinas,Member,Male,Electronic accessories,24.18,8,9.672,0.18647171942248403,2012-10-31,20:54:00,Ewallet,193.44,4.761904762,9.672,9.8,2012,10,31,False,True,203.112,False
595-11-5460,A,Los Angeles,Normal,Male,Health and beauty,96.58,2,9.658,0.18618682783390822,2011-04-15,10:12:00,Credit Card,193.16,4.761904762,9.658,5.1,2011,4,15,False,True,202.818,False
288-62-1085,A,San Diego,Member,Male,Fashion accessories,38.54,5,9.635,0.18571879165267646,2012-06-18,13:34:00,Ewallet,192.7,4.761904762,9.635,5.6,2012,6,18,False,True,202.335,False
565-17-3836,A,Aurora,Member,Female,Health and beauty,47.67,4,9.534,0.18366350233509354,2013-12-12,14:21:00,Cash,190.68,4.761904762,9.534,9.1,2013,12,12,False,True,200.21400000000003,False
565-80-5980,C,Encinitas,Member,Female,Home and lifestyle,47.38,4,9.476,0.18248323718242218,2013-05-06,10:25:00,Cash,189.52,4.761904762,9.476,7.1,2013,5,6,False,True,198.996,False
375-72-3056,B,Redmond,Normal,Male,Sports and travel,63.06,3,9.459,0.1821372973962944,2013-12-23,15:58:00,Ewallet,189.18,4.761904762,9.459,7.0,2013,12,23,False,True,198.639,False
250-17-5703,A,San Francisco,Member,Male,Food and beverages,18.85,10,9.425,0.18144541782403875,2011-05-27,18:24:00,Ewallet,188.5,4.761904762,9.425,5.6,2011,5,27,False,True,197.925,False
642-61-4706,B,Seattle,Member,Male,Food and beverages,93.4,2,9.34,0.17971571889339966,2014-01-22,16:34:00,Cash,186.8,4.761904762,9.34,5.5,2014,1,22,False,True,196.14000000000001,False
282-35-2475,B,Seattle,Normal,Female,Sports and travel,93.31,2,9.331,0.17953257430074376,2014-01-24,17:53:00,Cash,186.62,4.761904762,9.331,6.3,2014,1,24,False,True,195.95100000000002,False
142-72-4741,C,San Francisco,Member,Male,Fashion accessories,93.2,2,9.32,0.17930873090971988,2014-03-24,18:37:00,Credit Card,186.4,4.761904762,9.32,6.0,2014,3,24,False,True,195.72000000000003,False
618-34-8551,A,Los Angeles,Normal,Female,Sports and travel,93.18,2,9.318,0.1792680321113519,2011-12-19,18:41:00,Credit Card,186.36,4.761904762,9.318,8.5,2011,12,19,False,True,195.67800000000003,False
645-78-8093,A,Des Moines,Normal,Female,Sports and travel,93.14,2,9.314,0.17918663451461594,2011-09-21,18:09:00,Ewallet,186.28,4.761904762,9.314,4.1,2011,9,21,False,True,195.59400000000002,False
339-18-7061,C,Seattle,Member,Female,Fashion accessories,92.98,2,9.298,0.17886104412767215,2013-07-18,15:06:00,Credit Card,185.96,4.761904762,9.298,8.0,2013,7,18,False,True,195.258,False
732-04-5373,B,Los Angeles,Member,Male,Home and lifestyle,46.47,4,9.294,0.17877964653093617,2013-08-15,10:53:00,Cash,185.88,4.761904762,9.294,7.0,2013,8,15,False,True,195.174,False
674-15-9296,A,San Francisco,Normal,Male,Sports and travel,37.14,5,9.285,0.17859650193828028,2013-05-06,13:05:00,Ewallet,185.7,4.761904762,9.285,5.0,2013,5,6,False,True,194.98499999999999,False
651-61-0874,C,San Diego,Normal,Male,Home and lifestyle,46.22,4,9.244,0.1777621765717367,2012-10-23,20:04:00,Credit Card,184.88,4.761904762,9.244,6.2,2012,10,23,False,True,194.124,False
258-69-7810,C,Caldwell,Normal,Female,Fashion accessories,36.85,5,9.2125,0.17712117049744106,2011-12-10,18:53:00,Cash,184.25,4.761904762,9.2125,9.2,2011,12,10,False,True,193.4625,False
509-10-0516,B,Tucson,Normal,Male,Home and lifestyle,45.97,4,9.194,0.17674470661253727,2012-12-06,12:02:00,Ewallet,183.88,4.761904762,9.194,5.1,2012,12,6,False,True,193.074,False
201-86-2184,B,Los Angeles,Member,Female,Electronic accessories,26.26,7,9.191,0.1766836584149853,2014-10-28,19:40:00,Cash,183.82,4.761904762,9.191,9.9,2014,10,28,False,True,193.01100000000002,False
120-06-4233,C,Oakland,Normal,Male,Electronic accessories,30.61,6,9.183,0.17652086322151336,2012-08-15,20:36:00,Cash,183.66,4.761904762,9.183,9.3,2012,8,15,False,True,192.84300000000002,False
531-80-1784,A,Tucson,Normal,Male,Electronic accessories,26.02,7,9.107,0.17497430888353022,2011-12-20,17:38:00,Cash,182.14,4.761904762,9.107,5.1,2011,12,20,False,True,191.24699999999999,False
750-57-9686,C,Seattle,Normal,Female,Home and lifestyle,45.38,4,9.076,0.17434347750882656,2014-02-12,13:48:00,Credit Card,181.52,4.761904762,9.076,8.7,2014,2,12,False,True,190.59600000000003,False
704-10-4056,C,Phoenix,Member,Male,Health and beauty,60.47,3,9.0705,0.17423155581331462,2014-07-19,10:55:00,Credit Card,181.41,4.761904762,9.0705,5.6,2014,7,19,False,True,190.4805,False
585-03-5943,B,Seattle,Normal,Male,Health and beauty,18.11,10,9.055,0.17391614012596276,2014-02-12,11:46:00,Ewallet,181.1,4.761904762,9.055,5.9,2014,2,12,False,True,190.155,False
727-46-3608,B,Brentwood,Member,Female,Food and beverages,20.01,9,9.0045,0.17288849546717133,2014-08-18,15:47:00,Ewallet,180.09,4.761904762,9.0045,4.1,2014,8,18,False,True,189.0945,False
381-20-0914,A,San Francisco,Member,Female,Fashion accessories,20.01,9,9.0045,0.17288849546717133,2012-09-27,15:48:00,Credit Card,180.09,4.761904762,9.0045,5.7,2012,9,27,False,True,189.0945,False
373-88-1424,C,Inglewood,Member,Male,Home and lifestyle,35.81,5,8.9525,0.17183032670960388,2014-12-09,18:44:00,Ewallet,179.05,4.761904762,8.9525,7.9,2014,12,9,False,True,188.00250000000003,False
418-05-0656,B,Redmond,Normal,Female,Fashion accessories,25.56,7,8.946,0.17169805561490797,2014-10-23,20:42:00,Cash,178.92,4.761904762,8.946,7.1,2014,10,23,False,True,187.86599999999999,False
258-92-7466,A,Los Angeles,Normal,Female,Health and beauty,35.68,5,8.92,0.17116897123612423,2014-02-27,18:33:00,Credit Card,178.4,4.761904762,8.92,6.6,2014,2,27,False,True,187.32000000000002,False
175-54-2529,A,Phoenix,Member,Male,Food and beverages,22.17,8,8.868,0.17011080247855684,2013-04-23,17:01:00,Credit Card,177.36,4.761904762,8.868,9.6,2013,4,23,False,True,186.228,False
745-71-3520,A,Eugene,Member,Female,Electronic accessories,25.22,7,8.827,0.16927647711201324,2013-11-05,10:23:00,Cash,176.54,4.761904762,8.827,8.2,2013,11,5,False,True,185.367,False
787-15-1757,C,Los Angeles,Member,Male,Health and beauty,44.07,4,8.814,0.1690119349226214,2013-10-22,16:28:00,Ewallet,176.28,4.761904762,8.814,8.4,2013,10,22,False,True,185.09400000000002,False
189-17-4241,A,Great Falls,Normal,Female,Fashion accessories,87.67,2,8.767,0.16805551316097392,2011-04-11,12:17:00,Credit Card,175.34,4.761904762,8.767,7.7,2011,4,11,False,True,184.107,False
271-77-8740,C,Los Angeles,Member,Female,Sports and travel,29.22,6,8.766,0.16803516376178995,2014-09-03,11:40:00,Ewallet,175.32,4.761904762,8.766,5.0,2014,9,3,False,True,184.086,False
690-01-6631,B,Denver,Normal,Male,Fashion accessories,17.49,10,8.745,0.16760782637892616,2013-07-19,18:35:00,Ewallet,174.9,4.761904762,8.745,6.6,2013,7,19,False,True,183.64499999999998,False
629-42-4133,C,San Francisco,Normal,Male,Health and beauty,21.8,8,8.72,0.16709909139932644,2014-11-07,19:24:00,Cash,174.4,4.761904762,8.72,8.3,2014,11,7,False,True,183.12,False
746-68-6593,C,San Francisco,Member,Female,Sports and travel,87.16,2,8.716,0.1670176938025905,2014-06-18,14:29:00,Credit Card,174.32,4.761904762,8.716,9.7,2014,6,18,False,True,183.036,False
706-36-6154,A,Seattle,Member,Male,Home and lifestyle,19.36,9,8.712,0.1669362962058545,2014-11-07,18:43:00,Ewallet,174.24,4.761904762,8.712,8.7,2014,11,7,False,True,182.95200000000003,False
807-14-7833,A,Gilbert,Member,Female,Electronic accessories,17.42,10,8.71,0.16689559740748652,2011-12-05,12:30:00,Ewallet,174.2,4.761904762,8.71,7.0,2011,12,5,False,True,182.91000000000003,False
873-14-6353,A,Los Angeles,Member,Male,Food and beverages,24.82,7,8.687,0.1664275612262548,2012-09-18,10:33:00,Credit Card,173.74,4.761904762,8.687,7.1,2012,9,18,False,True,182.42700000000002,False
779-42-2410,B,San Francisco,Member,Male,Food and beverages,57.74,3,8.661,0.16589847684747108,2011-09-21,13:06:00,Ewallet,173.22,4.761904762,8.661,7.7,2011,9,21,False,True,181.881,False
346-12-3257,B,Lakewood,Member,Male,Electronic accessories,19.24,9,8.658,0.16583742864991913,2011-10-19,16:28:00,Cash,173.16,4.761904762,8.658,8.0,2011,10,19,False,True,181.818,False
636-48-8204,A,Pleasant Grove,Normal,Male,Electronic accessories,34.56,5,8.64,0.16547113946460731,2011-08-04,11:15:00,Ewallet,172.8,4.761904762,8.64,9.9,2011,8,4,False,True,181.44000000000003,False
214-30-2776,B,Los Angeles,Member,Female,Electronic accessories,34.49,5,8.6225,0.1651150249788875,2014-11-25,19:44:00,Credit Card,172.45,4.761904762,8.6225,9.0,2014,11,25,False,True,181.07250000000002,False
744-82-9138,C,Los Angeles,Normal,Male,Fashion accessories,86.13,2,8.613,0.16492170568663958,2012-08-01,17:59:00,Cash,172.26,4.761904762,8.613,8.2,2012,8,1,False,True,180.873,False
790-29-1172,B,Roseville,Normal,Female,Food and beverages,57.34,3,8.601,0.16467751289643173,2013-10-14,18:59:00,Credit Card,172.02,4.761904762,8.601,7.9,2013,10,14,False,True,180.621,False
834-45-5519,B,Colorado Springs,Normal,Female,Electronic accessories,43.0,4,8.6,0.16465716349724774,2011-12-26,20:48:00,Ewallet,172.0,4.761904762,8.6,7.6,2011,12,26,False,True,180.6,False
